# Extent Types ...
<ExtentType name="DataSeries: ExtentIndex">
  <field type="int64" name="offset" />
  <field type="variable32" name="extenttype" />
</ExtentType>

<ExtentType name="DataSeries: XmlType">
  <field type="variable32" name="xmltype" />
</ExtentType>

<ExtentType name="complex test type">
  <field type="bool" name="bool" />
  <field type="bool" name="null_bool" opt_nullable="yes"/>
  <field type="byte" name="byte" />
  <field type="byte" name="null_byte" opt_nullable="yes"/>
  <field type="int32" name="int32" />
  <field type="int32" name="null_int32" opt_nullable="yes"/>
  <field type="int64" name="int64" />
  <field type="int64" name="null_int64" opt_nullable="yes"/>
  <field type="double" name="double" />
  <field type="double" name="null_double" opt_nullable="yes"/>
  <field type="double" name="base_double" opt_doublebase="100000"/>
  <field type="variable32" name="variable32" />
  <field type="variable32" name="null_variable32" opt_nullable="yes"/>
</ExtentType>
# Extent, type='complex test type'
bool null_bool byte null_byte int32 null_int32 int64 null_int64 double null_double base_double variable32 null_variable32
T null 118 131 -262098541 1132130817 4342017853664463900 4147180475144552908 0.690104009 null 759255.439 53C76089FB8A7FA916AF428566257534 199688FADC141F226A5AF23671017B6A
F null 253 108 -973284006 -760992278 -2588618982691124322 -5475154450071741401 0.373178859 0.715900181 806840.966 BE39BE2CB229F432D0F73D2FB9D46D81 null
F T 169 154 1983492158 -1631068521 -3060076087854655082 8471335810143476356 0.289428751 0.885420547 381248.069 85AF302F328C6E090565E9FE052E498C F84FD591AC46C5DE69AE5B5B98DED3CC
F null 143 null -937790183 -1668872657 1523526305013805289 null 0.893247757 0.34175191 142996.581 D98548271345FD645274C5ADEA14A4D7 5513B954802B2441D0E7AF12452D7AC1
F F 106 null -878384262 null 874779329163731818 null 0.221875774 0.19835865 218916.56 3F9DA7CAC8F463C477B6D6202D029461 ED83325DCDA76B1671B5B476D2A91687
F null 212 126 -452400771 null -7175650226766588811 null 0.91528275 null 597883.058 1B5B296844CDB695987FACD7DBFAE968 null
T null 175 190 1599359061 null -3587026585698541548 -6999894542070036239 0.25323231 0.171764569 611550.75 06F8CDDDDBE259152E0F0EDD45B19BF8 9F0E2045804A2E883FDBCEF9B227F06B
F null 146 null -1611417236 null -6578867099527095111 null 0.483986445 null 819953.92 9666BF1564A6B14A99BCDFB08CE3CAF4 A00B7F990F2403FE41C1422B1DB6FCDA
F T 248 122 -577996027 null -183372696142406946 1930755796423393718 0.29251498 null 824574.194 A8296023D9B14ADC2F393460352D368C null
T T 12 null 221993672 2133401150 3248725457430091347 null 0.71284435 null 811666.97 E183D17B0E0C97A34BB17DC70402BBDA null
F F 180 76 -67131080 -650138393 -6331743048886444933 -354429617470270044 0.693674852 0.135050297 163005.002 5D9CAC173D14B9AB335B4F89E3AFF46C 7C8803BA3178A8903DB6591612C01758
T T 120 135 -1882670390 -16095074 -8007328286229543186 null 0.149419958 null 333505.973 C1347C3ED9C75C1BECAB43C462557ECD 158577492498964901E5CBCB98C59FFE
T null 38 null -1127535598 -1029087610 -404834340170163037 121323987055139958 0.575288075 0.695238313 616946.11 452E0D78DE0564C640A9E121AD4DD291 null
F F 129 null 648508232 null 1127081394952268531 -2041547018827716489 0.0699983069 0.898992447 59956.594 38C1FE3E54A31BCF0A59943EBC7053EE DF8C05D43691435504BD7D4E2588EC55
F null 10 null 2069255268 null 5479589329279757862 null 0.626043794 0.693090151 237488.319 7055D26F8386B456314C972A7141162A E4628A8DCB766B1E92B8A4351830D8C9
F null 63 155 -393802309 -2134204242 6912062684864691282 null 0.497362048 0.593743596 580944.884 4DD58C1D7E4DF179F458079E383DD9AF null
F null 213 107 119422927 -1874669236 47569372475638483 4152570005928541371 0.00816171574 0.296597826 573944.632 1869A21BF96BF94741CE7AACE6C91B86 null
T T 141 null 406074070 -1786071760 4853176127131195519 -4170200409539956350 0.782942561 0.335686846 831450.442 F9B8D85896998462ECF5D3F0BF775FE9 74C668E2E50564B1DD3E1CA53180C893
T null 186 246 -1447759558 239816474 7754293258579285127 -7188555587778860233 0.700878927 null 445887.832 7016AB335DC5740C18F6CBF560E0E01E null
F F 47 null -733869920 -87198195 503064990287799643 -4343932195988860963 0.273745296 null 224146.636 AFD694258E3ABA3A0E602BD5769BFC23 null
F null 186 null 1105817898 null -1383424084161927258 null 0.223048534 0.774866598 885834.276 F85B7F1AC7CC3D378277EF9D6A1536CF null
T null 243 null 1294828816 -1955155287 7528168840568563845 null 0.476636808 null 197827.14 2055B4A6C8EADEF2EFC7BDA58C1297C2 2EFA26BC790D1711BC9F3CD9769FF934
F F 200 111 -967315471 -1778842181 -2233732752443622850 null 0.449149114 null 697273.375 354D86806CBF8B7879557448FB6B35F8 9F3E1831CE0C19FDD633E5658AE0B211
T F 82 null -547868102 null -6025222950806378177 null 0.92324978 null 326322.705 26580B8809B752ABA4C8614BC46B8E43 DE616ABFC1CA1D17E503D2C8285CFD01
T null 101 48 -669954066 -552338705 5948161993231142647 null 0.382344132 null 770807.913 FD035460C2E9061EA311306A8295D7B3 null
T F 82 null -995556747 null -9131482375889352830 8596768259389292039 0.119755646 0.778842652 -24501.6507 FB01E7AA8AEF1880EBE202564957836C null
T T 181 null -1249287227 null -1550880042552771099 null 0.729873362 null 234411.158 DB22C6272556A0CF56D141DF0C0BED0D E049D0F7B51B4B21D1E0AF729F8E0D1B
T F 237 211 -1589581611 null 268586231834889094 -3481915358529833203 0.726499914 null 156983.942 7CA7DEB0870F0DD292C5D1E7A4182D92 1147268E5AF6AD4C13628C41BFEBF0AF
F T 49 null -1210161259 -1539384902 7682779382223078512 null 0.116707111 0.631300233 374640.78 6E9DE9C8477B07817DA593CA39EBA2DB null
T F 252 null -2104652841 245774356 -4762009440590549555 null 0.151613996 0.607669063 -41250.0898 C6EB6796F77336820C52A14548F9B9CA CA6AFBDE373D89765F6E1A901D979E68
F F 51 null -1564881115 null 2961087183080193633 null 0.386847003 null 340909.047 84B306E3A982E7E91CE2EA3A9F7BE330 null
F null 167 76 -136484618 1816452041 2706018670845783932 null 0.533246428 0.838274242 712879.944 474196CB53E8C3C541785D8B2622F3CE null
F F 76 255 -550873174 1436498805 1379291523254520750 -7847240106564713083 0.846345048 null 224256.349 3226A5A97C7976254BEEBDD282F7D0D6 null
F T 34 57 482598831 753528845 4861365825292096250 null 0.991816817 null 298176.39 8610BE3FE4A71B672D2E37047FCCFBFD 4ABBA162637C96701515650509A58CEA
F T 238 225 1217155070 null -2313442273856423622 7873810753929390529 0.376181469 null 813263.359 06264FDD2CD8B3FBB1F538F08925FF9B 8505526440C1899A5CE9F26241972213
F null 40 null -1057813915 null -7439300078519988088 null 0.239891628 null 153719.75 AD2AA8B5CFB6A30E07A250374819356E 66E76451B78DE8B6AD6C0596BEC51328
F T 9 null 940171872 677173832 2002978188529982266 null 0.976262739 0.372288672 533571.974 14E089BB746755A0CCEC5C10BE123FF8 E33EE5DBA75F14A9A852BE485D67B25B
T F 56 102 -629410201 null -4540264254552605453 null 0.594524572 null 829119.587 51598A51589015416707845ADEB3E61D E8B9F92BA8B2E83E8C65A4C24C989E7D
T null 12 null -1138021505 null -8972579798194243235 null 0.40673084 null 253590.884 5CD0F863EABA603C32D959C409802CA5 null
T T 212 133 -1720452033 2136105667 -3741777610297358716 -1145026286301795056 0.716754191 0.0387043783 195793.432 46A87E985294F239010C6C7B8620CF64 76D6ED6B4D8646BD5123982C1141A9A6
F T 168 null 1641676239 738071121 -9063302627956812700 null 0.665996687 null 580718.379 5E659161A011638213030CDEA77E8136 null
T null 110 null -1083379768 null 6644919427345805303 -3071115198198178390 0.0458564666 0.410871366 34287.3337 51E68CCC8752BC8A8886C92AFC3B835F null
T T 252 null -639068674 null 6975351335812887983 -5317789839741260168 0.0624312746 null 651232.604 31EBBD913337AED73906D0697CB5912D null
T T 245 null -478610330 -1252711345 221326469331064405 6257218854147199647 0.554186318 0.725146992 639545.467 B7FD7376532E1755AB426EAA1438AF0F null
F T 200 null -1111623096 null 6201569792498077958 -8463141365880250842 0.593590765 0.994067136 443292.752 861627DFD636A5B602A5664BA586C19A 3AA869D752CC3961E17D84F6295AB8B3
T F 85 110 985240079 null 2874020625342967185 null 0.0404128022 null 498981.105 D6B750E12A3B3FF39E4D2A73E0DAD8C4 null
F null 31 null 782642987 1650945237 -6620627710940116595 null 0.700221072 0.967700163 -42348.8839 2BD9B4409D0981709A84D1600CE0FC6C null
T T 137 93 -2045977274 null 6978506678826568849 null 0.362063387 0.680799125 471334.461 A71EC2896C0E47B8C1C6BE17E1E05E8B null
F null 127 null 1013054478 null -5109345255235286198 -2202114545003511104 0.975530266 null 830487.01 8EE8F5EFE4CCCA213A73355C40BD8958 null
T T 109 null -2073310918 646441191 -8379333356293548361 null 0.963133782 0.28239302 82475.6875 8481D340A97A57181FE47DF8EEF111AC C0EC4864D5283282BA0529FF3AEBB36A
T null 23 233 1141992969 null -4272100338059097393 8812738025750339218 0.447457487 null 889007.797 EE95A42D785530246B19B663B7D8B64D null
F T 183 218 -1867696571 null 19508583204728611 1447642575593686279 0.0213740447 null 24918.6379 4DC055A74232626041278B00D778EF00 null
T T 127 null -308646581 -776786428 7163861519971659192 null 0.617465816 0.305175976 406193.206 F63CDED168CC649E42710020DA6ED485 null
T T 255 173 -945194407 -833139016 -2907794983055794267 null 0.768352542 null 154583.166 9062B6FE60158DF08E00A4A9F3F72116 null
T T 213 188 -1969718222 -989259974 3115075789744541408 1094026783749412737 0.512131754 null 399710.32 5BB4DE60CEBA83934ED2C91A4876B5C4 null
F F 141 83 -251670915 1023520467 -4818396819345126317 null 0.643762736 null -1415.67498 8129F9035F2A291EF4947219ECBF3986 2F43F611A43322277C74F1810E9E455D
T null 159 null 1826183133 null 1562349965751276134 -6533125193403835748 0.658542399 null 71360.9869 2A8ACB3FD2349D23F40BF577DF414C83 9AE7171A5FFB0742877F45315B674284
F F 100 null -32383356 null -6912520418435629075 -458143799395022361 0.888163082 null 24066.398 50AFB1606EC98CBCCAA487F9BA765113 null
T F 232 136 1876051573 null 702921550435565259 null 0.363433979 null 225804.566 06F06D16CE07356E0C0082BAEB0450A0 null
T null 76 121 -909033740 1289780727 -1187965229661162154 -1919270898886465912 0.848237961 0.920892553 553869.166 BB53F7E10358DD5A373C8FB66F88F95B null
T F 50 null 979853462 null -2756853787155291529 7362993403013014210 0.743185382 null 166204.458 0858C6FE9156D186AA9945F613399977 DAE21E70BC59ABBE7926E1ECF081CDA6
T T 45 null 949404111 1491924933 6522787830962240489 null 0.522789638 0.349866852 420539.949 F631FBD038857B2DD9801BC8F082B650 null
F F 73 null 1792074958 689773627 4413763447764861884 2060080576088682844 0.159074476 0.831009082 216068.27 A58C47D95C77946726352205C545EADC null
T null 94 null -1043131552 1654696739 -4830886376372578580 -671811182940862311 0.271629199 0.501102252 189974.087 C3ACCFBC3A329B10F5C96BE07D44B594 535E271E090CC8011F98476BB687D0C5
F F 3 null 1938634154 null -8267040866404732817 null 0.789328893 null 320222.895 2C55B5BA880F2A303DAE155BB069331D null
T F 3 null 441692394 1330192224 6166073970419129897 1793115866580379994 0.7384836 null -31077.9166 D3A5B49611E5540925CE11536825273F 93E71E2EE28849B6A4E5FF48040284AB
F null 183 null 2133929050 null -567939479064983895 318724944572867093 0.0641011371 null 37028.0138 844B904B10FE1CFFBF5468B56D180036 A83FA088EC5B0511917824DDD724A8DF
F null 144 34 -307069575 -180634913 -6786007302185620273 null 0.027287542 null -28876.9935 0D1D7187E4371774895C961E99BA949A null
T T 165 null -441260592 661505584 -7494491968481279225 -1366609279796478903 0.808936853 null 183232.382 8BE451C411584D8132BA5F019BF45802 null
F null 163 147 -976393758 1584478587 -8012737178363254834 null 0.633495469 0.586455949 607326.222 7902CE6A3706CC09FB6D5499CD4C90DC null
F T 7 null 323716101 null 8224304960099221732 null 0.549361727 0.0805064542 250833.883 47F8EB3AE98F4B89A874386D8E1A2020 2883EB8F3466DC3DEB66003B6226B199
F T 199 31 -237727293 -992138512 6379494398382436474 null 0.273511523 null 325502.857 73F6507668B330FD4FDFDED5A1224F3E F9D001CD11B47E2151CEE36038078AF8
F null 112 null -435115714 -2041293716 7616327353705439522 -6654059732885774681 0.71606406 0.126362026 689479.717 3583E402C2CDF67FCBA69BBFC78EAC5A null
F null 175 null -1294455348 1465275317 -6553911775954926763 null 0.404006804 0.869513803 621523.083 051AFAD25A7F07F06AA69097FCBEB441 null
T F 39 45 702203475 null -6942493282115504150 null 0.84433629 null 181920.077 77DD10F96907BFD5774375BB091621D8 null
F F 140 null -332991687 -844198872 -689371181346803310 6784094236119138341 0.28705726 null 170466.312 7ABB4A0CC82077141E9DCF88AA75BEF3 null
T null 228 null 410160106 -491762723 8937506820310280951 -7181698758243826604 0.632587912 null 165845.78 9C30023B940C072775B2253A34D21AE6 null
F T 233 null -2018831451 null -7032658030787928252 8346888157077386322 0.137854363 0.324365574 676489.607 C59D5CF882242B3878117B207557C429 7E37E0CF89281BBD5FD011C0832127D9
T null 4 38 -810857606 null 2511005063922193314 -6846016115219641933 0.315172099 0.0139697618 384703.664 6DDC12DEDDBA0E994DE6D08593A20959 null
T null 150 148 -1887416471 null -2738771486703728945 null 0.185441636 0.230727598 898640.004 0B71D72827A0830D051635075F9513EB null
T null 242 165 1733038479 1885834565 -4968140121690228791 null 0.435020458 null 854443.993 4DCF3373114161711F6B8B64B017FB29 null
T null 8 72 -1671693924 null -2342394879800011116 null 0.757331747 null 558413.955 AB448BCBB7F49CA1F282621F8E23D9D0 null
F null 204 null 2069357037 -1029903908 8475152353898160691 null 0.657018343 null 268789.136 673A0559C4754FC7AF547036A0DA365D null
F null 118 null -1902194811 null 3538392320301042606 -3814724548202836599 0.105686703 null 814799.561 3CAD45833A5A6142F5EFB57BA0EEE581 B9A6F43B5D719BD63A2FC6C8C1149DC6
T null 109 198 -1466569600 null 7172392017607954905 -4087707979971394766 0.90826916 0.65969749 -25821.572 ABBAB9FC984B85254BF791AA407787F1 19C7E04C7B0D995B8A383EBCB88A68C5
T null 250 94 -1071619911 null 7904731884857653474 -7271750069261342795 0.465066392 0.507275246 -84664.6817 8AC894F3ECE2C187ED1E30A9C5C09951 null
T null 126 119 666027161 null 332333583241633067 null 0.399546835 0.00195017068 -78839.6325 38444DDB22823F47BBCAFE73668E219A null
T null 150 null 889840517 null 4663779292963986593 -4100853578122250830 0.795044283 0.135135788 621137.644 50E627B57C8FCF9CC1E4A95B73BD7AC1 null
T F 2 116 -713781964 null 5245791006533654731 -5637725843147240061 0.074122765 null 385098.288 5E24CC563101DDAA7CEDE6B69B9F092D null
F T 80 30 -443435637 null -965647109649289137 -4061442167218387478 0.368553276 null 418776.974 4335C8C4B6C88804860E1245018199FC null
T null 249 null 221063508 null -8557300095373758909 null 0.772974429 0.907950178 711125.552 AFC1FA36B5298B96BF010E5541AC1E93 5F0F18881FBE193F3CD682485C35D081
F F 154 null -1774621232 -946599583 6530303054546944912 1705390844603882867 0.546324306 0.0613160653 486246.537 09A855C25E7AF09AB9987C3BE5A131E8 null
F null 90 null -1906309620 null -5811383440676696586 null 0.475283705 null 633597.188 CD12BBA0A3DE0B7571AC67D4BACA7BD6 101CAEF27F58072A47DD84E1B28E75F1
T null 189 128 1510267815 -1031480230 -2195318558524223294 -7838354639572052484 0.88532831 0.753051908 522830.949 88CFD4492E93F4F08F6E39DB50895B1B null
F null 202 null -735137193 null 8924107455609600776 -2067193153563804110 0.181231063 0.0184361426 533344.334 1BBE2DA97D8DEB216B12247FC7AEC58C EB3267159DEB3276485C760EA70657CA
F null 19 103 57051090 null 8454038376645643282 7397472409036625647 0.951585556 null 723119.502 DF919D1AFC854D1E0CF64FA18F7915F3 B4FADE7D3E53166C91A274789C092FB3
F F 190 null -750817749 1841133188 -7631649820570801407 2852637644211020361 0.62036471 0.3804392 807579.228 0985C4292B77BEE5B55EAEE54D6F0747 BF29CBE5CF580A0765EF7F34221E85A2
T T 169 null -1428284664 -2133810449 -8260468222248791629 null 0.726465032 0.970116587 648003.975 9914A7EE2F9A8D85B35729D8A93F4EB7 null
F F 3 null 1524418275 null -6932854544076498581 null 0.30465458 0.594860859 172682.104 1E16FF91582C8CF81261ED7095567776 E1643F12F3B5953F50D25E3DCB664A07
T T 16 141 1915961986 null -7108379211997489176 null 0.843765914 0.211918198 96001.9465 82CFB4B06E720D03549F8A216E80D39A null
F F 175 null 78544114 -1069114928 -4269887963336109740 null 0.708588432 0.484668148 517508.91 2F60FBB992D396020A7EB2644A3A4618 null
T F 152 62 1743817505 null 6672333042174036884 1963618886032909594 0.451078741 null 287799.678 C7198B146A511CD1C68CBD8815A8CA29 1A5464CE96A12DA40797CA12A6047FB3
T null 154 91 302313612 890413910 -7575823649441928436 null 0.674317672 null 291303.639 8DF4D7EC38BD7396F2F11800FEBAE4D3 null
F null 2 150 -1100588586 -194980480 -8210789053750153843 null 0.976594864 0.129433971 431734.182 B0F922C181441FD84CB4825A4B809518 null
T null 162 null 348954550 -1707602157 3850082174077172047 null 0.862593643 0.975577059 158863.401 63DF86DF3763AD6ADFE2950ACA292D12 8888C870B43DA148D88CCB7FFDAE2CFD
T null 253 119 1076398076 null 370622782457535879 null 0.137967011 0.237291915 417993.713 9916DA80B803CCB0290AE360D44C5DAB null
F F 74 112 1367250067 null -2627912934410835157 null 0.864425356 0.977556996 880630.22 FB073B9A2240C71B0272E0048A8F1D2B null
T T 125 null 1933797668 -322544622 8727585159501369079 -5640367052292741370 0.664387336 null 85824.657 29759A8C5503658D1AFFE18CD9B1D970 null
T F 246 null -1224253817 null 1154892132031350409 null 0.803255145 null 117209.885 04463F0456B2D8A3BA4390392ACBC5D5 0A59E6FA88FF14C8568B1B0376BA8AD9
F T 142 85 229578835 8889850 -55683696174895658 null 0.204757102 0.0610496046 58955.6645 CB0251506A9B4F5E69C151273ACB91C5 040770B6B87269A68991B52BA3A9AFA4
T null 115 106 -934702491 177936142 -1109930301741912820 null 0.733546821 0.897351551 781063.103 A82237AB9531E473D4DC1E4FDA52C421 F5A30B05C50FD4CACDC8F22CF96E22C0
T F 15 228 -132967308 300739935 747136106557604658 -3657505286352468014 0.893918331 0.427709916 322962.274 8A501804AC210C1B8988BD2556B47AF3 EEEBEE56B8206A310B876050CF642BC1
F F 40 null 1428803623 null 8841873666067475223 null 0.760881897 0.0306552305 220241.166 33F1AFC1B05F9C3A6085247190B2B2D1 null
T null 43 238 -1173827747 null -1998920414168928488 null 0.201767975 0.806391396 653521.197 2503AB74F2DBABBC8841E1B3853F525F EE188C741B6A553218051F6F13DB7317
F null 96 null 2078677274 null -7523380583748516291 3484306008423597196 0.958424988 null 552600.761 7DC77931CD98947AD8BA61138BE3AD6C 5DA94D8B2B36A10589CAA5B46FEC469B
F null 247 240 -1300154365 -1977671661 -3669810926537417672 -5224456505607317220 0.74955765 0.436643603 269773.444 1C7C3B85EA7AE6BE2277DBF9E0AC4685 A588CEA684656315FE72A713CC36C068
F F 176 120 19709018 -374279254 -3908703325262353658 null 0.534716404 null 298368.645 E4E86F9DE67F754BF339CAEDF7C64773 null
F F 237 131 1366737326 -332206587 -6521300302081760660 -2012787835244214736 0.563368981 0.345327541 -92444.1804 92D0A56B7B27934D13AF7692CEBAECBA null
F null 159 46 -888614459 null -7548538495333022330 null 0.781601068 0.221978924 194617.775 982FA10E16C72D4F95AF802431CF122C 852E244AE97A24A3BD507FF82FA3DF27
F null 123 159 2025738704 -207969850 -6552901885619357461 null 0.207026329 0.488254087 84318.4027 D463A27A25B172BF753B8776E6DF4E88 null
T F 87 58 995461453 1536028817 -5327067456579249589 -5093001769229832429 0.79799569 0.852826975 288089.123 66907BDDD690ABF8ADCD76363798D0E3 4ADE3CE0904636FDAA4A4DC61A29123F
T F 129 240 -394154302 1517688255 -1916071019736004506 null 0.22512166 null 573529.426 53865A501A1250B0E648C4421F05D768 4F714D81CBBF1D4CE0D5B0A50A52C141
T null 35 null 1741568728 -313903300 -5452350964464172928 null 0.473279777 0.0944175672 512513.929 ADDE52E7FA0E351B87A59F9F23D3A17F 0382771BCE8D2EF0C093CFF267ECFF4A
F F 150 190 -1188067864 1982165623 -2735115952859580806 null 0.431217756 null -41344.3337 2C695CA324A3DDC06C58A50F54C9563F null
T null 195 9 1192438395 null 5585855816908955345 -37008612818944320 0.854610228 0.00202935741 667555.79 18431609215285FCAA8DBEB59AA4C22B null
T null 181 128 -1378574671 678468396 803912490020317404 -5337761317518894464 0.249813239 null 459482.423 13ECEE2459422C0FA65FFE37645D8036 null
T null 39 null 1194713685 null 7675175258322618167 null 0.062817181 0.309080328 782153.566 57A45EBD1FF4FBF8F15CAC6B6810CC68 null
F T 118 210 -1807965239 -695887764 3064399813257541059 null 0.0695957757 null -46452.2893 5DD7A36B53B4CFDF6F99FA223DA7517A null
T null 107 203 1030434260 -1582784974 -2237169657497964117 8512667057628321858 0.736226408 null 460353.755 DC0AFA7780E79220A3D251192DFDDA92 B59908E46969D3398FF764C7034827E0
F null 178 null -200432406 -1002955445 2052431466351954329 861444077740811629 0.260870667 0.00264465445 597952.394 4739BF12A6EFD5456ABB169EA208BAB0 null
T null 122 130 -2018358345 null 6176343594225588180 null 0.050631301 null 58976.4829 897CD0963039FA210D7279EE3DC0D736 D7F63F126E565357E0A7CA082DF27802
T T 218 null 364145015 -137503324 4800169555847644863 null 0.76966344 0.245676795 -78605.0113 F8A011650DE99EBAA47848E1407A78DA CCC070C99C906982B11EBB3183812114
F F 113 null -1428666511 -1003136019 -5700824471816925839 null 0.844819928 null 140886.186 C631265BEF14BC6CA46497DC8EB009CC null
T null 120 null 1798401107 771370357 1981358306733917854 null 0.710813208 null 563157.883 79C3498D8F69BD4247A68DE27111CF65 null
T F 26 null 1412826056 1148533085 8677811703299525465 null 0.160159182 null 586622.778 A7475DAE12E4B564B6FD6F9F7F42BADC null
F T 204 null 456283288 -1979435773 -5084268911708028984 null 0.226721828 0.364668244 689405.092 2B635C579929F2FDB65B1E6B6786EF29 null
F null 157 58 987789444 -1219087202 3880686737073873974 -2703937620525099597 0.0685512641 null 350412.368 FCF68B4C4DF99666432318A923EC3D20 null
T T 153 null 1425945656 -1673465753 -8174628874933670593 -5647507090407433283 0.0801904836 null 8447.6216 2CBC617CE05ABF6C9987676D58817CEA null
F null 3 131 -986890972 null 1710211028557240545 null 0.965563222 null 538459.381 73674FD7D671B257804C8B5A08E62D99 2BDAEDACF6928BF8A3E74FC2FFDE9529
T null 2 143 -615440393 618471587 -945544548028187208 null 0.0723088895 0.685085704 458851.964 C1A1668B431E4857BAE437E3B3BB0448 null
F F 219 null 971488882 846768724 2734579114608615569 null 0.603120257 0.681194117 150841.193 9E7E904063FC2B4451B6F9F293391F05 null
T T 148 null -984468968 null -1177848688568484979 null 0.757379979 0.681495193 142991.296 B9D8B16F2B90FD90DBA0FAD78B8524AF null
T F 177 null -1799533717 -900665065 1207651090095070727 null 0.243483881 0.118685271 424091.64 EE07D896649871D71D0A578B04B3D8C0 8EC8769AED28C125863B29098587070F
F F 74 null 78546783 1098576585 3624062379138040472 6444753590887819328 0.0745995563 null -89405.9601 6083E4E67703A9B660EC0B2646B0CB27 EDCC65A4B39AC244EBD1E9F9EAC2C271
T null 162 93 1222436021 null 2374108777205492346 null 0.229763738 null 718698.201 DAB8CD5FA56615C3DFE7675A85A7C071 null
T T 112 189 -1645483262 null -1901924822966530609 4237385494122272132 0.174223558 0.487545296 176862.241 63A5AD003DEFE8B16A020D7DBF05C4C7 null
F null 249 16 1718704945 -1672326237 -9008257725553471677 -5351829764484063603 0.453348898 0.902867265 54101.6505 D353FFC3949F04E7EE8C0331971145BE 9AB71C36CE1C0ABC1F545EEA18F43C3D
F null 249 37 1565118253 197499909 1962899394758531139 null 0.966503238 0.00953847015 864948.278 736E377D91FB619E12C6C6AF03CF592E null
F F 74 null -1723948568 1554328324 -2894854379390622916 -1375729717917946115 0.49450636 0.918767917 197435.963 9400DD083B625A9B914C37299952F0A9 97720FB0725C4123CD650C810FF13189
T T 214 null 159306723 null 1842305219938260613 8565907964522653468 0.0134872672 null 218926.267 BCE833535E4705883B78AC3EB32B8257 null
F null 146 null 1691288712 null -6661757359358530307 null 0.0317555699 0.194946692 590802.346 F7942B9276983BFC038C2A94F37DDB94 60F236D3F0E686637F07C3EF7E3700B4
T T 163 null 867299409 null 9173485407361364780 null 0.633172759 null 246935.07 91859F9EA9639F51B241D3F1D8E20325 525FEEB29840239D56C167A1108F84BF
F F 173 null 2108817847 2004911776 -2076568343368918944 4306410164417219959 0.727753538 0.728817396 111292.992 D2E6322CCAEB9D9EEAB7086D09C2B401 0F3DD7541ADE6E5AB89634AABE5F2B16
F T 71 null -799365884 null -8379735573810443137 1852573617378283234 0.358549499 null 353221.436 50E969A72E5A0A22D6F0AAC9F30C8414 null
T null 69 17 1330784488 null -623412242473027024 -3726780274596049960 0.506845032 0.881977169 488462.79 01F66DDB7790B53E185E29DCAE117783 null
T F 43 null 2128091041 -1492210617 -1317863318810186008 null 0.280434546 null 284274.968 F85056E137E6342C43FAF7B96FDECB85 null
F F 113 null 1309092766 null -4421744394057291798 1551117593880032596 0.373410005 0.629711701 21058.6802 8D77E3EFC7073141620C950C50EA66BA null
F null 1 26 2011306264 null -2084499889622583233 null 0.315607978 0.362713428 74551.0674 01BD2EC311F7D36AA4FE961F202F2F45 828ECC278D4D7DB3F578D5FCCD0BD995
T null 98 140 -1924426472 null 4305027014333357659 4245684973273555093 0.579827264 0.189321599 815013.946 CB3F86CAD802201DC822E891A6579753 null
F null 145 201 1164206627 1370447549 -6680254516018154398 8214418321750402825 0.584597655 0.0483342576 341848.777 A3D775399FD3CEFD636EA6ECC5263DDA null
T F 213 134 1599733550 -1424522349 3337437115117644688 null 0.755295138 0.669817958 888193.066 1F9765D4AC5458FD2436765F5EC1AD5D null
F null 145 172 -441931424 null -4243219017896088533 null 0.504431778 0.261380126 858543.681 5FCBBCEA8FE9F5004EF9E3F52F5ECE52 668204100D5D1FB4BC73F3353046A908
T T 121 null -1159494810 1698131548 -3863732676942994125 null 0.818648584 0.150017511 529230.553 8EE5008945F859C6842148063DDA0301 186E4DED5CEE7F3DF67C308026A35D7C
T null 84 null 1156041952 null -4563383082534015787 null 0.9562237 0.587125088 536049.812 B0FE8445F03095D00B649A11AE125953 null
F F 254 null 740969393 2024640833 8593551248722881152 2642017873503355992 0.115698354 0.371431924 190380.546 15A730AD9DD1CF020B53731DD7EF0C42 7B97A65AE3BA43043955C4C607A837E8
F null 160 null 1712749275 null -7094280610286468932 null 0.404847908 null -86929.6423 7F049DC176A09501943C68FA796EFED9 null
F null 77 80 687505599 null -4297399717113842702 null 0.485996895 null 727476.953 E5CF1CF6F20C30A261FEEE70C481DA01 null
T T 173 8 -64471758 null -2984648999535879946 -4287654644333860173 0.584445969 null -45138.3113 77E3EC3A608C1373EBA93DE27FBE4F48 null
T null 239 null 1521423630 -1309324449 -5680253985510078599 null 0.00995219527 0.35152694 125446.744 2C76E221476107E9B08F9AE071FDB0FA null
F T 157 null -1105426794 -1662629876 4168117329418429961 6930224004259197710 0.543991859 0.0466707302 642673.026 ADADA707F6FDA138611D6DC2BCD58697 null
T null 12 188 -1547461191 1346797760 -7691656199624008940 -2714977022765879898 0.363253405 0.645617029 500720.729 8206A4FD08C90C509BADD09992205D6A null
F T 76 null 2032837793 -1385569183 5070691883216910457 null 0.778297594 null -14376.7238 FF4E08F5D69DF47CB32B0C9ED375E8C4 1A41519D1C86A4807B80BB640F048D2F
T null 218 null -446859787 null -4969618265290390032 8744340599406912729 0.694780291 null -31096.7282 865C6AC395462F193BAE91F44337A5A8 59B736D3A4329F19F756CC98B35E01E1
